index;lvl;lvl req;*type;prop1;par1;min1;max1;prop2;par2;min2;max2;prop3;par3;min3;max3;prop4;par4;min4;max4;prop5;par5;min5;max5;prop6;par6;min6;max6;prop7;par7;min7;max7;prop8;par8;min8;max8;prop9;par9;min9;max9;prop10;par10;min10;max10;prop11;par11;min11;max11;prop12;par12;min12;max12;imagename
Crescent Moon;54;46;Amulet;Manasteal;;11;15;red-mag;;10;10;dmg-to-mana;;10;10;Light Radius;;-2;-2;Mana Points;;45;45;Lifesteal;;3;6;;;;;;;;;;;;;;;;;;;;;;;;;
Mara's Kaleidoscope;74;62;Amulet;All Skills;;2;2;All Resists;;20;30;Strength;;5;5;Dexterity;;5;5;Vitality;;5;5;Energy;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;
Atma's Scarab;56;56;Amulet;dmg-pois;100;102;102;res-pois;;75;75;Light Radius;;3;3;Thorns;;5;5;Hit-Skill;66;5;2;Attack Bonus %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;
Dwarf Star;49;42;Ring;Gold Find %;;100;100;Stamina Points;;40;40;regen-stam;;15;15;Hitpoints;;40;40;red-mag;;12;15;abs-fire%;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;
Raven Frost;49;42;Ring;Cannot be Frozen;;1;1;dmg-cold;100;15;45;abs-cold%;;20;20;Mana Points;;40;40;Dexterity;;15;20;Attack Rating;;150;250;;;;;;;;;;;;;;;;;;;;;;;;;
Highlord's Wrath;68;60;Amulet;res-ltng;;35;35;dmg-ltng;;1;30;Attack Speed %;;20;20;All Skills;;1;1;deadly/lvl;3;;;Lightning Thorns;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;
Saracen's Chance;51;43;Amulet;All Resists;;15;25;Gethit-Skill;76;10;2;Strength;;12;12;Dexterity;;12;12;Energy;;12;12;Vitality;;12;12;;;;;;;;;;;;;;;;;;;;;;;;;
Nature's Peace;71;64;ring;Prevent Heal;;1;1;Slain Monsters Rest in Peace;;1;1;Reduce Dmg;;7;11;res-pois;;20;30;Charges;Oak Sage;27;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seraph's Hymn;68;60;amulet;All Skills;;2;2;Class Skill Tab;11;1;2;Dmg % to Demons;;25;50;Dmg % to Undead;;25;50;att-demon;;150;250;att-undead;;150;250;Light Radius;;2;2;;;;;;;;;;;;;;;;;;;;;
Wisp;78;70;ring;abs-ltng%;;10;20;Hit-Skill;Lightning;10;16;Magic Find %;;10;20;Charges;Oak Sage;15;2;Charges;Heart of Wolverine;13;5;Charges;Spirit of Barbs;11;7;;;;;;;;;;;;;;;;;;;;;;;;;
Metalgrid;79;75;amulet;Armor Class;;300;350;All Resists;;25;35;Attack Rating;;400;450;Charges;IronGolem;11;22;Charges;Iron Maiden;20;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carrion Wind;63;56;ring;Armor vs Missile;;100;160;Lifesteal;;6;9;res-pois;;55;55;Gethit-Skill;Poison Nova;10;10;Charges;Plague Poppy;15;21;Hit-Skill;Twister;8;13;dmg-to-mana;;10;10;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-ltng;;1;74;pierce-ltng;;3;5;extra-ltng;;3;5;death-skill;Chain Lightning;100;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-cold;3;24;38;pierce-cold;;3;5;extra-cold;;3;5;death-skill;Blizzard;100;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-fire;;17;45;pierce-fire;;3;5;extra-fire;;3;5;death-skill;Meteor;100;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-pois;50;187;187;pierce-pois;;3;5;extra-pois;;3;5;death-skill;Poison Nova;100;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-ltng;;1;74;pierce-ltng;;3;5;extra-ltng;;3;5;levelup-skill;Nova;100;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-cold;3;24;38;pierce-cold;;3;5;extra-cold;;3;5;levelup-skill;Frost Nova;100;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-fire;;17;45;pierce-fire;;3;5;extra-fire;;3;5;levelup-skill;Blaze;100;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rainbow Facet;10;15;jewel;dmg-pois;50;187;187;pierce-pois;;3;5;extra-pois;;3;5;levelup-skill;Venom;100;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pelter`s Lunacy;4;3;Buckler;Armor Class;;30;30;Strength;;10;15;Vitality;;10;10;ethereal;;1;1;Armor Class %;;15;25;Faster Block %;;5;10;Increased Block %;;20;20;rep-dur;10;;;;;;;;;;;;;;;;;;;
Demon Basher;4;4;Club;res-cold;;20;20;res-pois;;10;10;Knockback;;1;1;Dmg % to Demons;;25;50;att-demon;;25;50;Damage %;;50;70;;;;;;;;;;;;;;;;;;;;;;;;;
Dead Man`s Cap;4;3;Cap;Hitpoints;;-10;-10;Dmg % to Undead;;25;50;att-undead;;25;50;Armor Class;;-10;-10;res-pois;;15;25;res-pois-len;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;
Goll;4;3;Dagger;dmg-min;;1;1;dmg-max;;10;10;Gold Find %;;100;100;Hitpoints;;-5;-5;;;;;;;0;0;;;;*;;;;;;;;;;;;;;;;;;;;;
Raven`s Frost;6;4;Hand Axe;Dexterity;;5;8;Blind Target;;2;2;dmg-cold;;2;6;Damage %;;50;80;Hit-Skill;Twister;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nature`s Wand;6;5;Wand;Druid Skills;;1;1;Life per Kill;;1;3;dmg-pois;75;30;30;Light Radius;;2;2;Energy;;10;10;Replenish Life;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;
Undead`s Bane;7;5;Scepter;Paladin Skills;;1;1;Faster Block %;;10;10;res-pois;;20;20;Replenish Life;;2;3;att-undead;;50;80;Damage %;;50;80;;;;;;;;;;;;;;;;;;;;;;;;;
Thorned Club;8;6;Spiked Club;Thorns;;2;3;Damage %;;25;50;aura;Thorns;1;1;Reduce Dmg;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Light`s Source;7;5;Short Staff;Light Radius;;1;5;Damage %;;30;60;dmg-ltng;;1;6;Attack Speed %;;15;15;Armor Class;;25;25;All Skills;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
Colenzo`s Grips;6;4;Leather Gloves;Lifesteal;;2;3;res-fire;;10;10;Slain Monsters Rest in Peace;;1;1;Hitpoints;;10;20;Armor Class;;5;15;Attack Speed %;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;
Frost Spur`s;7;5;Leather Boots;res-cold-max;;10;10;Hitpoints;;10;10;dmg-cold;;2;4;Armor Class;;15;20;res-cold;;20;20;Armor Class %;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;
Lights Spur;7;5;Leather Boots;res-ltng-max;;10;10;Faster Movement %;;15;15;dmg-ltng;;1;6;Armor Class;;5;15;res-ltng;;25;25;Armor Class %;;5;15;;;;;;;;;;;;;;;;;;;;;;;;;
Venom`s Spur;6;4;Leather Boots;res-pois-max;;10;10;res-pois-len;;25;25;dmg-pois;50;20;20;Armor Class;;10;10;res-pois;;15;15;Armor Class %;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;
Cherub`s Cutter;10;7;Scimitar;res-ltng;;15;15;Damage %;;30;90;Light Radius;;1;3;dmg-ltng;;1;9;Attack Speed %;;20;20;Dmg % to Demons;;10;25;att-demon;;10;25;;;;;;;;;;;;;;;;;;;;;
Dead Rogue`s Blade;1;1;Scimitar;res-pois;;15;15;Damage %;;40;60;Light Radius;;1;1;dmg-pois;50;25;25;Attack Speed %;;10;10;dmg-ac;;-5;-10;Openwounds;;10;10;bloody;;1;3;;;;;;;;;;;;;;;;;
Dusk`s Shroud;11;7;Quilted Armor;Sockets;;2;2;Light Radius;;-2;-2;Armor vs Missile;;25;25;all-stats;;3;5;All Resists;;5;10;Faster Movement %;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;
Dusk`s Cord;10;8;Sash;Light Radius;;-1;-1;Armor vs Missile;;15;15;all-stats;;1;3;All Resists;;1;5;Faster Movement %;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortunering;10;7;Ring;Reduce Dmg;;3;3;Lightning Thorns;;1;3;dmg-norm;;3;5;Gold Find %;;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fechmars Fire;10;7;Large Axe;Damage %;;80;100;Hit-Skill;36;75;1;res-fire;;30;50;Light Radius;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venom Point Tip;10;7;Spear;Attack Rating;;35;75;dmg-min;;12;15;Dmg % to Demons;;50;75;Dmg % to Undead;;50;75;dmg-pois;75;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalabar`s Bardiche;12;9;Bardiche;Other Skill;126;1;1;Damage %;;75;100;Attack Speed %;;25;25;Crushing Blow;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blood Tapper;11;8;Axe;Lifesteal;;2;3;Strength;;10;10;Hitpoints;;15;15;Prevent Heal;;1;1;Damage %;;60;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plate Bender;11;9;Mace;Strength;;10;15;Damage %;;60;80;Crushing Blow;;20;20;Armor Class;;50;75;reduce-ac;;5;5;dmg-ac;;-1;-5;;;;;;;;;;;;;;;;;;;;;;;;;
Frost Lord;11;8;Long Staff;dmg-cold;;6;9;res-cold;;35;35;Mana Points;;10;15;Damage %;;30;40;reduce-ac;;25;25;Hit-Skill;39;25;2;;;;;;;;;;;;;;;;;;;;;;;;;
Repeater;11;8;Light Crossbow;Damage %;;70;90;Attack Speed %;;45;45;Dexterity;;10;10;Deadly Strike;;10;10;Attack Rating;;20;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lightsworn Defender;12;10;Small Shield;Armor Class %;;60;60;Faster Block %;;24;24;Increased Block %;;24;24;Light Radius;;2;2;dmg-ltng;;1;9;Lightning Thorns;;1;3;;;;;Extra Durability;;10;15;;;;;;;;;;;;;;;;;
Rogue`s Fists;11;9;Heavy Gloves;Attack Speed %;;15;15;Hit Recovery %;;15;15;Armor vs Missile;;15;15;All Resists;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Enchanter`s Sleeves;11;9;Heavy Gloves;Armor Class %;;10;15;all-stats;;1;5;Mana per Kill;;1;2;Mana Points;;10;15;cold-thorns;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Longfinger;11;9;Heavy Gloves;Armor Class %;;20;25;Gold Find %;;10;20;Magic Find %;;10;25;Reduce Dmg;;3;3;Light Radius;;-2;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trickster`s Warp;11;8;Heavy Boots;Faster Movement %;;15;15;Hit Recovery %;;10;10;Armor vs Missile;;20;20;Gethit-Skill;54;5;1;regen-stam;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Demons Skins;11;8;Heavy Boots;Faster Movement %;;10;10;Armor Class;;15;25;Armor Class %;;25;40;Reduce Dmg;;2;3;abs-fire;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lut Gholein Vile;12;9;Saber;dmg-mag;;5;10;Dmg % to Undead;;50;50;att-undead;;50;75;Damage %;;60;80;res-pois-len;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bloodraven`s Talisman;14;11;Amulet;dmg-fire;;4;8;res-fire-max;;5;5;res-fire;;25;35;Dmg % to Undead;;50;75;att-undead;;50;75;Faster Movement %;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;
Rogue`s Offhand;13;10;Dirk;Dexterity;;5;10;Damage %;;50;65;Attack Speed %;;20;20;Ignore Armor;;1;1;Faster Movement %;;5;5;Deadly Strike;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;
Thunder`s Call;14;11;Two-Handed Sword;Attack Speed %;;15;15;res-ltng;;20;20;Light Radius;;1;1;dmg-ltng;;3;30;Damage %;;70;90;Lifesteal;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;
Pseiden`s Call;15;11;Trident;Slow Target %;;10;10;Strength;;15;15;Armor Class;;50;50;Attack Speed %;;20;20;Damage %;;30;30;dmg-cold;;12;24;;;;;;;;;;;;;;;;;;;;;;;;;
Gholein Vipers;15;11;Leather Armor;Armor Class;;25;25;Hit Recovery %;;10;10;Faster Movement %;;10;10;Armor vs Missile;;50;75;Hit-Skill;Venom;2;1;res-pois-len;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;
One Eyed Cord;15;11;Light Belt;dmg-mag;;5;5;att/lvl;2;;;Armor Class;;10;10;Armor Class %;;20;20;Replenish Life;;3;3;red-mag;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;
Meat Cleaver;19;16;Falchion;Attack Speed %;;20;20;Damage %;;10;20;dmg;;15;30;Strength;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mages Demise;21;18;Crystal Sword;Attack Speed %;;10;10;Damage %;;5;15;Sockets;;1;1;dmg-mag;;5;10;dmg-cold;100;4;8;dmg-fire;;4;8;dmg-ltng;;1;10;Deadly Strike;;4;12;Extra Durability;;25;25;;;;;;;;;;;;;
Cold String;17;12;Hunter’s Bow;Attack Speed %;;40;40;dmg-min;;1;3;dmg-max;;3;6;Attack Rating;;25;50;Damage %;;45;45;dmg-cold;150;3;9;;;;;;;;;;;;;;;;;;;;;;;;;
Blood Protector;15;11;Large Shield;Faster Block %;;10;15;Increased Block %;;10;10;Armor Class;;30;30;Armor Class %;;20;60;Lifesteal;;2;4;Replenish Life;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;
Energy Protector;15;11;Large Shield;Faster Block %;;10;10;Increased Block %;;15;15;Armor Class;;25;25;Armor Class %;;50;50;dmg-to-mana;;25;25;Mana %;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;
Act1 Guillotine;17;12;Broad Axe;Strength;;20;20;Attack Speed %;;50;50;dmg-min;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skeleton`s Finger;18;13;Yew Wand;Cast Speed %;;15;15;Mana Points;;10;15;Class Skill;66;1;1;Class Skill;70;1;5;Class Skill;69;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Crude Pole;17;12;Voulge;Damage %;;70;90;Attack Rating;;35;45;Extra Durability;;10;40;reduce-ac;;25;25;Armor Class;;-10;-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steel Face;19;15;Helm;Armor Class %;;10;10;Armor Class;;15;15;Reduce Dmg;;3;5;reduce-ac;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magic`s Mourn;5;4;Cap;Hitpoints;;10;10;Mana Points;;10;10;Armor Class;;10;10;all-stats;;2;2;Cast Speed %;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Merillion;18;14;Hard Leather;Armor Class;;20;20;Mana Points;;20;20;red-mag;;3;3;Hitpoints;;10;10;Stamina Points;;10;10;Reduce Req %;;-20;-20;Mana per Kill;;1;2;;;;;;;;;;;;;;;;;;;;;
Defender`s Links;17;12;Ring Mail;Armor Class %;;50;50;Armor vs Melee;;75;125;Armor Class;;10;10;Vitality;;5;10;Hit Recovery %;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limb Sever;18;13;Double Axe;Dmg % to Demons;;50;50;att-demon;;25;25;Attack Speed %;;20;20;Hitpoints;;20;20;Damage %;;30;50;Life per Kill;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;
Lobotomizer;25;18;Military Pick;Damage %;;80;100;Attack Rating;;25;50;Openwounds;;15;15;Attack Speed %;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
White Oak;28;20;War Axe;Damage %;;75;150;res-ltng;;25;25;Attack Rating;;50;50;Attack Speed %;;25;25;dmg-ltng;;3;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phase Axe;24;18;Battle Axe;ethereal;;1;1;Attack Speed %;;40;40;Damage %;;75;100;Deadly Strike;;10;15;Indestructable;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carvers Bane;28;21;Great Axe;dmg-min;;10;10;Damage %;;75;100;Faster Movement %;;15;15;demon-heal;;10;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Stand`s Chance;34;25;Giant Axe;Strength;;15;25;Damage %;;100;125;aura;99;1;1;Reduce Req %;;10;10;mag%/lvl;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undead Mage`s Wand;23;17;Bone Wand;Necro Skills;;1;1;Mana Points;;25;35;Cast Speed %;;10;10;Class Skill;72;1;2;Class Skill;69;1;1;Class Skill;80;2;3;;;;;;;;;;;;;;;;;;;;;;;;;
Dead Footsoldiers`s Call;33;25;Grim Wand;Necro Skills;;2;2;Mana Points;;30;40;Cast Speed %;;20;20;Class Skill;87;1;2;Class Skill;69;1;1;Class Skill;70;2;3;;;;;;;;;;;;;;;;;;;;;;;;;
Ordos Justice;20;15;Grand Scepter;Damage %;;60;90;Dmg % to Undead;;30;30;Thorns;;5;10;Paladin Skills;;1;1;Class Skill;103;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Holy Fire;27;20;War Scepter;dmg-fire;;10;10;Damage %;;90;110;Class Skill;102;1;3;abs-fire;;3;5;Attack Speed %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stone Star;18;13;Morning Star;Damage %;;120;120;Attack Bonus %;;50;50;Attack Speed %;;10;10;Armor Class;;35;35;Hit Recovery %;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
The Generals El Sol Dol Lo;25;18;flail;dmg-min;;20;20;Slow Target %;;15;15;Armor Class;;15;15;Lifesteal;;5;5;Damage %;;60;60;Attack Speed %;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;
Rockbreaker;32;24;War Hammer;Attack Rating;;125;125;Damage %;;125;125;dmg;;15;25;Strength;;15;15;Vitality;;-10;-10;Energy;;-5;-5;;;;;;;;;;;;;;;;;;;;;;;;;
Skulls of Kings;28;21;maul;Damage %;;50;50;Crushing Blow;;50;50;Deadly Strike;;50;50;Lifesteal;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Splinter maul;34;25;Great maul;Attack Speed %;;50;50;Openwounds;;50;50;Damage %;;50;50;Faster Movement %;;25;25;Strength;;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paladin Sabre;20;15;Broad Sword;Attack Speed %;;60;60;Attack Rating;;60;60;Hit Recovery %;;60;60;Damage %;;5;10;dmg-mag;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duels Edge;26;19;Long Sword;Attack Speed %;;20;20;Attack Rating;;20;20;Hit Recovery %;;20;20;Damage %;;20;20;Reduce Dmg;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caster Fixation;34;25;War Sword;All Skills;;2;2;Hit Recovery %;;20;20;All Resists;;20;20;Cast Speed %;;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Necrotic Woe;27;20;Giant Sword;Damage %;;120;180;kill-skill;Poison Nova;20;5;Other Skill;91;1;2;All Skills;;1;2;Reduce Req %;;-40;-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Double Edged;31;23;Bastard Sword;Damage %;;100;150;Prevent Heal;;1;1;Attack Rating;;250;250;Strength;;25;25;Thorns;;15;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbarian`s Trainer;34;25;Great Sword;Damage %;;120;150;Reduce Dmg;;5;5;red-mag;;5;5;Strength;;15;25;Vitality;;5;15;Attack Rating;;50;60;;;;;;;;;;;;;;;;;;;;;;;;;
Vicious;23;17;Kris;Attack Rating;;150;150;Dexterity;;20;25;Deadly Strike;;20;25;dmg-ac;;-10;-15;dmg-min;;15;15;dmg-max;;35;35;;;;;;;;;;;;;;;;;;;;;;;;;
Alpha Wolf Fang;30;22;Blade;Cast Speed %;;25;25;Mana Points;;25;50;res-cold;;25;35;All Resists;;10;10;Druid Skills;;1;2;Energy;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;
Camp Defender;20;15;Brandistock;Light Radius;;1;2;Strength;;10;10;Dexterity;;10;10;Hitpoints;;30;30;Damage %;;50;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cold Plains Lance;26;19;Spetum;Damage %;;30;45;dmg-cold;75;20;20;res-cold;;25;35;Attack Speed %;;30;30;cold-thorns;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lightning Rod;32;24;Pike;ltng-min;;15;15;ltng-max;;45;45;res-ltng-max;;15;15;Hitpoints;;30;45;Attack Rating;;50;75;Light Radius;;3;3;res-ltng;;15;15;Damage %;;100;100;;;;;;;;;;;;;;;;;
Blood Harvester;23;17;Scythe;Openwounds;;20;30;Attack Rating;;45;60;Replenish Life;;20;20;Damage %;;75;100;Lifesteal;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Decrypted Axe;30;22;Poleaxe;Attack Speed %;;30;30;Vita;;10;10;Damage %;;60;80;Attack Rating;;80;80;Manasteal;;8;8;cold-thorns;;1;1;dmg-cold;;1;1;;;;;;;;;;;;;;;;;;;;;
Raven`s Cry;33;25;Halberd;Slow Target %;;15;15;Other Skill;221;1;10;Blind Target;;3;3;dmg-ac;;-50;-50;Freeze Duration;;1;1;Prevent Heal;;1;1;Damage %;;120;120;;;;;;;;;;;;;;;;;;;;;
Sorceress Warmth;34;25;War Scythe;Sorceress Skills;;1;2;Mana Points;;15;35;Manasteal;;25;25;Damage %;;20;20;Class Skill;37;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geleb`s Spire;22;16;Gnarled Staff;res-fire;;75;75;abs-fire;;2;3;Energy;;10;10;Class Skill;37;1;1;Class Skill;41;2;2;Class Skill;51;3;3;regen-mana;;22;22;dmg-fire;;18;24;Sorceress Skills;;1;1;;;;;;;;;;;;;
Frost Raven`s Spire;23;17;Gnarled Staff;res-cold;;75;75;abs-cold;;2;3;Energy;;15;15;Class Skill;39;1;1;Class Skill;45;2;2;Class Skill;55;3;3;regen-mana;;44;44;dmg-cold;;24;32;Sorceress Skills;;1;1;;;;;;;;;;;;;
Druidic Ire;27;19;Battle Staff;dmg-pois;50;34;48;res-pois;;30;30;All Skills;;1;2;res-pois-len;;25;25;Class Skill;222;3;3;Class Skill;240;2;2;;;;;;;;;;;;;;;;;;;;;;;;;
Sorceress Defender Staff;25;27;War Staff;Armor Class;;35;35;Cast Speed %;;15;15;Damage %;;100;100;Attack Bonus %;;50;50;Class Skill;40;2;2;Class Skill;44;2;2;Class Skill;65;3;3;Sorceress Skills;;2;2;;;;;;;;;;;;;;;;;
Phalanx Shot;18;14;Long Bow;Attack Bonus %;;35;35;Dexterity;;5;5;Strength;;5;5;Other Skill;12;2;3;Damage %;;60;70;dmg-ac;;-10;-10;;;;;;;;;;;;;;;;;;;;;;;;;
Bonecracker Bow;25;18;Composite Bow;All Resists;;10;10;Deadly Strike;;15;15;att-undead;;60;60;Dmg % to Undead;;60;60;Damage %;;40;60;Attack Speed %;;40;40;Crushing Blow;;15;15;;;;;;;;;;;;;;;;;;;;;
Prism Aim;31;23;Short Battle Bow;dmg-ltng;;1;30;dmg-fire;;16;24;dmg-cold;;12;18;pierce;;25;25;Damage %;;50;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magic Aim;32;24;Long Battle Bow;magicarrow;;6;6;Attack Speed %;;30;30;Damage %;;70;80;Attack Rating;;70;80;dmg-mag;;10;15;Dexterity;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;
Frostbite Aim;33;25;Short War Bow;Attack Speed %;;15;15;cold-min;;15;15;cold-max;;30;50;Attack Rating;;50;50;res-cold;;25;25;Dexterity;;15;20;Damage %;;90;90;;;;;;;;;;;;;;;;;;;;;
Heavy String Aim;34;26;Long War Bow;Damage %;;110;110;Dexterity;;5;5;Other Skill;22;1;1;dmg-max;;12;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armor Piercer;22;16;Crossbow;Ignore Armor;;1;1;Dexterity;;20;20;Attack Speed %;;20;20;dmg-min;;12;15;Damage %;;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fire Piercer;32;24;Heavy Crossbow;explosivearrow;;5;5;res-fire-max;;15;15;Attack Rating;;70;70;Attack Speed %;;25;25;Damage %;;60;80;dmg-fire;;12;28;pierce-fire;;10;10;;;;;;;;;;;;;;;;;;;;;
Shock Shot;33;25;Repeating Crossbow;Paladin Skills;;1;1;pierce;;25;25;Attack Speed %;;35;35;dmg-ltng;;5;35;Damage %;;75;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stone Stopper;18;14;Skull Cap;Armor Class;;35;35;Armor Class %;;40;60;Reduce Dmg;;5;5;All Resists;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ironskull;21;15;Full Helm;Attack Speed %;;10;10;Hit Recovery %;;10;10;dmg-max;;5;5;Armor Class;;15;15;Armor Class %;;20;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bloodbone;26;19;Bone Helm;Lifesteal;;3;3;Hitpoints;;10;25;Mana Points;;10;10;Reduce Dmg;;5;8;Replenish Life;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greybone;25;18;Bone Helm;Manasteal;;3;3;Mana Points;;10;25;Hitpoints;;10;10;red-mag;;5;8;Replenish Life;;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ramming Helm;31;23;Great Helm;Other Skill;126;1;1;Thorns;;5;5;Armor Class %;;60;80;Armor Class;;35;35;Knockback;;1;1;Armor vs Melee;;15;15;;;;;;;;;;;;;;;;;;;;;;;;;
Leoric`s Crown;25;26;Crown;Other Skill;Raise Skeleton;1;3;Armor Class;;20;20;half-freeze;;1;1;Armor Class %;;40;40;Dmg % to Undead;;25;25;att-undead;;50;50;Other Skill;69;3;3;;;;;;;;;;;;;;;;;;;;;
Duriel`s Frozen Face;24;17;Mask;Strength;;20;20;res-cold;;15;15;Armor Class;;25;25;dmg-cold;;16;22;Armor Class %;;30;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wolf Skins;20;15;Studded Leather;Attack Speed %;;10;10;Dexterity;;10;10;Hit Recovery %;;20;20;Armor Class;;30;30;Strength;;10;10;All Resists;;5;10;;;;;;;;;;;;;;;;;;;;;;;;;
Wizenclink Mail;18;14;Scale Mail;Armor Class %;;40;60;Reduce Dmg;;5;5;All Resists;;5;10;Cannot be Frozen;;1;1;All Skills;;1;1;Reduce Req %;;-25;-25;;;;;;;;;;;;;;;;;;;;;;;;;
Burning Mail;22;16;Chain Mail;Armor Class %;;65;90;dmg-fire;;18;24;Light Radius;;1;2;res-fire;;30;30;Gethit-Skill;62;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frost Ward;24;18;Breast Plate;rescold-max;;15;15;half-freeze;;1;1;res-cold;;90;90;dmg-cold;;2;4;Armor Class %;;60;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
