name;type;slot;mindam;maxdam;2handmindam;2handmaxdam;reqstr;reqdex;imagefile;speed;spawnable;mindam;maxdam;1or2handed;2handed;2handmindam;2handmaxdam;minmisdam;maxmisdam;;rangeadder;speed;StrBonus;DexBonus;reqstr;reqdex;durability;nodurability;level;levelreq;cost;gamble cost;magic lvl;auto prefix;OpenBetaGfx;normcode;ubercode;ultracode;wclass;2handedwclass;component;hit class;invwidth;invheight;stackable;minstack;maxstack;spawnstack;flippyfile;invfile;uniqueinvfile;setinvfile;hasinv;gemsockets;gemapplytype;special;useable;dropsound;dropsfxframe;usesound;unique;transparent;transtbl;quivered;lightradius;belt;quest;questdiffcheck;missiletype;durwarning;qntwarning;gemoffset;bitfield1;CharsiMin;CharsiMax;CharsiMagicMin;CharsiMagicMax;CharsiMagicLvl;GheedMin;GheedMax;GheedMagicMin;GheedMagicMax;GheedMagicLvl;AkaraMin;AkaraMax;AkaraMagicMin;AkaraMagicMax;AkaraMagicLvl;FaraMin;FaraMax;FaraMagicMin;FaraMagicMax;FaraMagicLvl;LysanderMin;LysanderMax;LysanderMagicMin;LysanderMagicMax;LysanderMagicLvl;DrognanMin;DrognanMax;DrognanMagicMin;DrognanMagicMax;DrognanMagicLvl;HraltiMin;HraltiMax;HraltiMagicMin;HraltiMagicMax;HratliMagicLvl;AlkorMin;AlkorMax;AlkorMagicMin;AlkorMagicMax;AlkorMagicLvl;OrmusMin;OrmusMax;OrmusMagicMin;OrmusMagicMax;OrmusMagicLvl;ElzixMin;ElzixMax;ElzixMagicMin;ElzixMagicMax;ElzixMagicLvl;AshearaMin;AshearaMax;AshearaMagicMin;AshearaMagicMax;AshearaMagicLvl;CainMin;CainMax;CainMagicMin;CainMagicMax;CainMagicLvl;HalbuMin;HalbuMax;HalbuMagicMin;HalbuMagicMax;HalbuMagicLvl;JamellaMin;JamellaMax;JamellaMagicMin;JamellaMagicMax;JamellaMagicLvl;LarzukMin;LarzukMax;LarzukMagicMin;LarzukMagicMax;LarzukMagicLvl;DrehyaMin;DrehyaMax;DrehyaMagicMin;DrehyaMagicMax;DrehyaMagicLvl;MalahMin;MalahMax;MalahMagicMin;MalahMagicMax;MalahMagicLvl;Source Art;Game Art;Transform;InvTrans;SkipName;NightmareUpgrade;HellUpgrade
Long Siege Bow;bow;2h;;;4;16;74;88;longbattlebow.gif;10;1;;;;1;4;16;;;13;;10;25;100;74;88;44;1;35;34;5831;126255;;308;lbb;lbb;8l8;6l7;bow;bow;6;bow;2;4;;;;;flplbb;invlbb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Rune Bow;bow;2h;;;5;14;68;95;shortwarbow.gif;;1;;;;1;5;14;;;13;;;25;100;68;95;48;1;37;36;9214;204600;;308;sbb;swb;8sw;6sw;bow;bow;6;bow;2;3;;;;;flpswb;invswb;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Gothic Bow;bow;2h;;;4;19;88;109;longwarbow.gif;10;1;;;;1;4;19;;;13;;10;25;100;88;109;55;1;39;38;13025;100900;;308;lbb;lwb;8lw;6lw;bow;bow;6;bow;2;4;;;;;flplwb;invlwb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Arbalest;xbow;2h;;;5;11;48;56;lightcrossbow.gif;-10;1;;;;1;5;11;;;;;-10;25;100;48;56;30;1;26;25;3201;55803;;308;lxb;lxb;8lx;6lx;xbw;xbw;5;xbow;2;3;;;;;flplxb;invlxb;inv8lxu;inv8lxu;1;3;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Siege Crossbow;xbow;2h;;;8;16;70;61;crossbow.gif;;1;;;;1;8;16;;;;;;25;100;70;61;40;1;30;29;8666;157950;;308;lxb;mxb;8mx;6mx;xbw;xbw;5;xbow;2;3;;;;;flpmxb;invmxb;inv8mxu;inv8mxu;1;4;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Balista;xbow;2h;;;13;21;102;74;heavycrossbow.gif;10;1;;;;1;13;21;;;;;10;25;100;102;74;50;1;35;34;14870;208818;;308;hxb;hxb;8hx;6hx;xbw;xbw;5;xbow;2;4;;;;;flphxb;invhxb;invhxbu;invhxbu;1;6;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Chu-Ko-Nu;xbow;2h;;;5;12;74;88;repeatingcrossbow.gif;-60;1;;;;1;5;12;;;;;-60;25;100;74;88;40;1;41;40;10063;244709;;308;hxb;rxb;8rx;6rx;xbw;xbw;5;xbow;2;3;;;;;flprxb;invrxb;invrxbu;invrxbu;1;5;0;fires 5 shots before reload;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Katar;Assassin Claw;1h;2;3;;;17;17;katar;-10;1;2;3;;;;;;;14;1;-10;75;75;17;17;48;;1;0;86;1536;;308;ktr;ktr;9ar;7ar;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;1;2;;1;1;1;1;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;wrb;btl
Wrist Blade;Assassin Claw;1h;2;4;;;28;28;katar;;1;2;4;;;;;;;14;1;;75;75;28;28;52;;7;6;261;4490;;308;ktr;wrb;9wb;7wb;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;1;1;;1;1;;;1;1;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;axf;skr
Hatchet Hands;Assassin Claw;1h;1;6;;;31;31;hatchethands;10;1;1;6;;;;;;;14;1;10;75;75;31;31;56;;9;8;551;7046;;308;axf;axf;9xf;7xf;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;1;1;1;10;;;;;255;;;;;255;;1;1;1;10;;;;;255;;;;;255;1;1;1;1;20;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;ces;clw
Cestus;Assassin Claw;1h;3;6;;;36;36;hatchethands;;1;3;6;;;;;;;14;1;;75;75;36;36;72;;11;10;607;8855;;308;axf;ces;9cs;7cs;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;1;1;1;1;10;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;10;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;clw;btl
Claws;Assassin Claw;1h;3;6;;;39;39;claws;-10;1;3;6;;;;;;;14;1;-10;75;75;39;39;64;;14;13;809;11897;;308;clw;clw;9lw;7lw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;1;10;;;;;255;;;;;255;;;;;255;;1;1;1;10;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;btl;xxx
Blade Talons;Assassin Claw;1h;4;5;;;44;44;claws;-20;1;4;5;;;;;;;14;1;-20;75;75;44;44;69;;16;15;1001;15394;;308;clw;btl;9tw;7tw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;;;255;;;;;255;;;;;255;;;;;255;1;1;;1;10;;;;;255;;;;;255;;1;;;255;;;;;255;1;1;1;1;10;;;;;255;;;1;2;0;xxx;xxx
Scissors Katar;Assassin Claw;1h;4;7;;;48;48;scissorskatar;-10;1;4;7;;;;;;;14;1;-10;75;75;48;48;68;;18;17;1216;19598;;308;skr;skr;9qr;7qr;ht1;ht1;5;1hsl;1;3;;;;;flpskr;invskr;invskru;invskru;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;;1;10;1;1;1;1;10;1;1;1;1;10;;;1;1;10;;;;;255;;;1;2;0;xxx;xxx
Quhab;Assassin Claw;1h;5;9;;;50;50;katar;;1;5;9;;;;;;;14;1;;75;75;50;50;48;;21;20;2756;40926;;308;ktr;ktr;9ar;7ar;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Wrist Spike;Assassin Claw;1h;5;11;;;58;58;katar;-10;1;5;11;;;;;;;14;1;-10;75;75;58;58;56;;24;23;4967;76498;;308;ktr;wrb;9wb;7wb;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Fascia;Assassin Claw;1h;3;14;;;60;60;hatchethands;10;1;3;14;;;;;;;14;1;10;75;75;60;60;64;;27;26;4967;85904;;308;axf;axf;9xf;7xf;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Hand Scythe;Assassin Claw;1h;6;14;;;68;68;hatchethands;-10;1;6;14;;;;;;;14;1;-10;75;75;68;68;72;;31;30;3502;72262;;308;axf;ces;9cs;7cs;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Greater Claws;Assassin Claw;1h;7;14;;;70;70;claws;-20;1;7;14;;;;;;;14;1;-20;75;75;70;70;52;;34;33;5980;126373;;308;clw;clw;9lw;7lw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Greater Talons;Assassin Claw;1h;8;14;;;73;73;claws;-30;1;8;14;;;;;;;14;1;-30;75;75;73;73;69;;38;37;10976;146025;;308;clw;btl;9tw;7tw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Scissors Quhab;Assassin Claw;1h;8;15;;;76;76;scissorskatar;;1;8;15;;;;;;;14;1;;75;75;76;76;68;;41;40;16802;148771;;308;skr;skr;9qr;7qr;ht1;ht1;5;1hsl;1;3;;;;;flpskr;invskr;invskru;invskru;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Suwayyah;Assassin Claw;1h;15;20;;;92;92;katar;;1;15;20;;;;;;;14;1;;75;75;92;92;48;;44;43;19143;144048;;308;ktr;ktr;9ar;7ar;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Wrist Sword;Assassin Claw;1h;13;17;;;97;97;katar;-10;1;13;17;;;;;;;14;1;-10;75;75;97;97;56;;47;46;20076;143626;;308;ktr;wrb;9wb;7wb;ht1;ht1;5;1hsl;1;3;;;;;flpktr;invktr;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
War Fist;Assassin Claw;1h;17;20;;;100;100;hatchethands;10;1;17;20;;;;;;;14;1;10;75;75;100;100;64;;51;50;18645;154906;;308;axf;axf;9xf;7xf;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Battle Cestus;Assassin Claw;1h;14;16;;;102;102;hatchethands;-10;1;14;16;;;;;;;14;1;-10;75;75;102;102;72;;55;54;18354;146601;;308;axf;ces;9cs;7cs;ht1;ht1;5;1hsl;1;3;;;;;flpaxf;invaxf;invaxfu;invaxfu;1;2;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Feral Claws;Assassin Claw;1h;8;20;;;105;105;claws;-20;1;8;20;;;;;;;14;1;-20;75;75;105;105;52;;59;58;18942;146115;;308;clw;clw;9lw;7lw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Runic Talons;Assassin Claw;1h;9;17;;;106;106;claws;-30;1;9;17;;;;;;;14;1;-30;75;75;106;106;69;;61;60;20549;126038;;308;clw;btl;9tw;7tw;ht1;ht1;5;1hsl;1;3;;;;;flpclw;invclw;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Scissors Suwayyah;Assassin Claw;1h;15;20;;;109;109;scissorskatar;;1;15;20;;;;;;;14;1;;75;75;109;109;68;;64;63;21264;187585;;308;skr;skr;9qr;7qr;ht1;ht1;5;1hsl;1;3;;;;;flpskr;invskr;invskru;invskru;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Tomahawk;axe;1h;13;22;;;116;62;handaxe.gif;;1;13;22;;;;;;;14;;;100;25;116;62;28;;41;40;16578;143641;;308;hax;hax;9ha;7ha;1hs;1hs;5;1hsl;1;3;;;;;flphax;invhax;invhaxu;invhaxu;1;2;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;35;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
Small Crescent;axe;1h;14;23;;;106;77;axe.gif;10;1;14;23;;;;;;;14;1;10;100;25;106;77;24;;46;45;18643;147821;;308;axe;axe;9ax;7ax;1hs;1hs;5;1hsl;2;3;;;;;flpaxe;invaxe;invaxeu;invaxeu;1;4;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
Ettin Axe;axe;1h;13;25;;;134;42;doubleaxe.gif;10;1;13;25;;;;;;;14;1;10;100;25;134;42;24;;53;52;15943;141110;;308;axe;2ax;92a;72a;1hs;1hs;5;1hsl;2;3;;;;;flp2ax;inv2ax;;;1;5;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
War Spike;axe;1h;11;18;;;123;50;militarypick;-10;1;11;18;;;;;;;14;1;-10;100;25;123;50;26;;59;58;19028;157266;;308;axe;mpi;9mp;7mp;1hs;1hs;5;1hsl;2;3;;;;;flpmpi;invmpi;invmpiu;invmpiu;1;6;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Berserker Axe;axe;1h;9;27;;;128;55;waraxe.gif;;1;9;27;;;;;;;14;2;;100;25;128;55;26;;64;63;18851;150673;;308;hax;wax;9wa;7wa;1hs;1hs;5;1hsl;2;3;;;;;flpwax;invwax;;;1;6;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Feral Axe;axe;1h;;;10;47;181;0;largeaxe.gif;-15;1;;;;1;10;47;;;17;2;-15;100;25;181;0;30;;43;42;20589;152255;;308;lax;lax;9la;7la;stf;stf;5;2hsl;2;3;;;;;flplax;invlax;;;1;4;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Silver Edged Axe;axe;2h;;;23;41;154;60;broadaxe.gif;;1;;;;1;23;41;;;17;2;;100;25;154;60;35;;49;48;22391;153570;;308;lax;bax;9ba;7ba;stf;stf;5;2hsl;2;3;;;;;flpbrx;invbrx;;;1;5;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Decapitator;axe;2h;;;19;52;175;31;battleaxe.gif;10;1;;;;1;19;52;;;17;2;10;100;25;175;31;40;;55;54;19346;157261;;308;btx;btx;9bt;7bt;stf;stf;5;2hsl;2;3;;;;;flpbtx;invbtx;invbtxu;invbtxu;1;5;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
Champion Axe;axe;2h;;;23;35;154;55;greataxe.gif;-10;1;;;;1;23;35;;;17;2;-10;100;25;154;55;50;;62;61;22734;110795;;308;btx;gax;9ga;7ga;stf;stf;5;2hsl;2;4;;;;;flpgax;invgax;invgaxu;invgaxu;1;6;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Glorious Axe;axe;2h;;;23;47;152;51;giantaxe.gif;10;1;;;;1;23;47;;;17;3;10;100;25;152;51;50;;64;63;21774;125818;;308;gix;gix;9gi;7gi;stf;stf;5;2hsl;2;3;;;;;flpgix;invgix;;;1;6;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Polished Wand;wand;1h;7;13;;;23;0;wand.gif;;1;7;13;;;;;;;14;;;100;25;23;0;22;;41;40;11118;123830;;308;wnd;wnd;9wn;7wn;1hs;1hs;5;1hss;1;2;;;;;flpwnd;invwnd;;;1;2;0;magically charged;0;item_wand;12;item_wand;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ghost Wand;wand;1h;8;15;;;23;0;yewwand.gif;10;1;8;15;;;;;;;14;;10;100;25;23;0;14;;49;48;10379;123045;;308;ywn;ywn;9yw;7yw;1hs;1hs;5;1hss;1;2;;;;;flpywn;invywn;;;1;2;0;magically charged;0;item_wand;12;item_wand;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Lich Wand;wand;1h;4;12;;;23;0;bonewand.gif;-20;1;4;12;;;;;;;14;;-20;100;25;23;0;17;;56;55;10876;165300;;308;bwn;bwn;9bw;7bw;1hs;1hs;5;1hss;1;2;;;;;flpbwn;invbwn;invbwnu;invbwnu;1;2;0;magically charged;0;item_wand;12;item_wand;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Unearthed Wand;wand;1h;8;11;;;23;0;grimwand.gif;;1;8;11;;;;;;;14;;;100;25;23;0;18;;65;64;9081;153291;;308;bwn;gwn;9gw;7gw;1hs;1hs;5;1hss;1;2;;;;;flpgwn;invgwn;;;1;2;0;magically charged;0;item_wand;12;item_wand;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Truncheon;club;1h;14;17;;;81;40;club.gif;-10;1;14;17;;;;;;;14;;-10;100;25;81;40;55;;39;38;1757;152938;;308;clb;clb;9cl;7cl;1hs;1hs;5;club;1;3;;;;;flpclb;invclb;invclbu;invclbu;1;2;0;;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
